zip,type,primary_city,state,county,timezone,area_codes,latitude,longitude,irs_estimated_population
51558,STANDARD,Moorhead,IA,Monona County,America/Chicago,712,41.92,-95.85,470
51559,STANDARD,Neola,IA,Pottawattamie County,America/Chicago,712,41.45,-95.61,1740
51560,STANDARD,Oakland,IA,Pottawattamie County,America/Chicago,712,41.3,-95.39,1780
51561,STANDARD,Pacific Junction,IA,Mills County,America/Chicago,712,41.01,-95.79,850
51562,STANDARD,Panama,IA,Shelby County,America/Chicago,712,41.72,-95.47,440
51563,STANDARD,Persia,IA,Harrison County,America/Chicago,712,41.57,-95.57,650
51564,STANDARD,Pisgah,IA,Harrison County,America/Chicago,712,41.83,-95.92,400
51565,STANDARD,Portsmouth,IA,Shelby County,America/Chicago,712,41.65,-95.51,460
51566,STANDARD,Red Oak,IA,Montgomery County,America/Chicago,712,41.01,-95.22,5690
51570,STANDARD,Shelby,IA,Shelby County,America/Chicago,712,41.5,-95.45,1050
51571,STANDARD,Silver City,IA,Mills County,America/Chicago,712,41.11,-95.63,660
51572,STANDARD,Soldier,IA,Monona County,America/Chicago,712,41.98,-95.77,340
51573,STANDARD,Stanton,IA,Montgomery County,America/Chicago,712,40.98,-95.1,1030
51575,STANDARD,Treynor,IA,Pottawattamie County,America/Chicago,712,41.23,-95.6,1740
51576,STANDARD,Underwood,IA,Pottawattamie County,America/Chicago,712,41.38,-95.67,2110
51577,STANDARD,Walnut,IA,Pottawattamie County,America/Chicago,712,41.47,-95.22,990
51579,STANDARD,Woodbine,IA,Harrison County,America/Chicago,712,41.73,-95.7,2120
51601,STANDARD,Shenandoah,IA,Page County,America/Chicago,712,40.75,-95.36,4740
51630,STANDARD,Blanchard,IA,Page County,America/Chicago,712,40.58,-95.22,221
51631,STANDARD,Braddyville,IA,Page County,America/Chicago,712,40.59,-95.01,270
51632,STANDARD,Clarinda,IA,Page County,America/Chicago,712,40.73,-95.03,5110
51636,STANDARD,Coin,IA,Page County,America/Chicago,712,40.65,-95.23,330
51638,STANDARD,Essex,IA,Page County,America/Chicago,712,40.83,-95.3,1110
51639,STANDARD,Farragut,IA,Fremont County,America/Chicago,712,40.71,-95.48,730
51640,STANDARD,Hamburg,IA,Fremont County,America/Chicago,712,40.6,-95.65,1190
51645,STANDARD,Imogene,IA,Fremont County,America/Chicago,712,40.87,-95.42,200
51646,STANDARD,New Market,IA,Taylor County,America/Chicago,712,40.73,-94.9,690
51647,STANDARD,Northboro,IA,Page County,America/Chicago,712,40.6,-95.29,167
51648,STANDARD,Percival,IA,Fremont County,America/Chicago,712,40.73,-95.81,280
51649,STANDARD,Randolph,IA,Fremont County,America/Chicago,712,40.87,-95.56,300
51650,STANDARD,Riverton,IA,Fremont County,America/Chicago,712,40.68,-95.56,270
51652,STANDARD,Sidney,IA,Fremont County,America/Chicago,712,40.74,-95.64,1600
51653,STANDARD,Tabor,IA,Fremont County,America/Chicago,712,40.89,-95.67,1290
51654,STANDARD,Thurman,IA,Fremont County,America/Chicago,712,40.81,-95.74,400
52001,STANDARD,Dubuque,IA,Dubuque County,America/Chicago,563,42.5,-90.69,34330
52002,STANDARD,Dubuque,IA,Dubuque County,America/Chicago,563,42.52,-90.77,16100
52003,STANDARD,Dubuque,IA,Dubuque County,America/Chicago,563,42.43,-90.67,13420
52031,STANDARD,Bellevue,IA,Jackson County,America/Chicago,563,42.25,-90.42,4720
52032,STANDARD,Bernard,IA,Dubuque County,America/Chicago,563,42.31,-90.83,1330
52033,STANDARD,Cascade,IA,Dubuque County,America/Chicago,563,42.29,-91,3300
52035,STANDARD,Colesburg,IA,Delaware County,America/Chicago,563,42.63,-91.2,800
52036,STANDARD,Delaware,IA,Delaware County,America/Chicago,563,42.47,-91.34,34
52037,STANDARD,Delmar,IA,Clinton County,America/Chicago,563,41.99,-90.6,1100
52038,STANDARD,Dundee,IA,Delaware County,America/Chicago,563,42.57,-91.54,450
52039,STANDARD,Durango,IA,Dubuque County,America/Chicago,563,42.56,-90.77,1140
52040,STANDARD,Dyersville,IA,Dubuque County,America/Chicago,563,42.48,-91.11,5710
52041,STANDARD,Earlville,IA,Delaware County,America/Chicago,563,42.48,-91.26,1400
52042,STANDARD,Edgewood,IA,Clayton County,America/Chicago,563,42.64,-91.4,1640
52043,STANDARD,Elkader,IA,Clayton County,America/Chicago,563,42.85,-91.4,1930
52044,STANDARD,Elkport,IA,Clayton County,America/Chicago,563,42.77,-91.32,129
52045,STANDARD,Epworth,IA,Dubuque County,America/Chicago,563,42.44,-90.93,2500
52046,STANDARD,Farley,IA,Dubuque County,America/Chicago,563,42.44,-91,2250
52047,STANDARD,Farmersburg,IA,Clayton County,America/Chicago,563,42.95,-91.36,550
52048,STANDARD,Garber,IA,Clayton County,America/Chicago,563,42.74,-91.26,280
52049,STANDARD,Garnavillo,IA,Clayton County,America/Chicago,563,42.86,-91.23,1140
52050,STANDARD,Greeley,IA,Delaware County,America/Chicago,563,42.58,-91.34,430
52052,STANDARD,Guttenberg,IA,Clayton County,America/Chicago,563,42.78,-91.1,2590
52053,STANDARD,Holy Cross,IA,Dubuque County,America/Chicago,563,42.6,-90.99,990
52054,STANDARD,La Motte,IA,Jackson County,America/Chicago,563,42.29,-90.62,890
52057,STANDARD,Manchester,IA,Delaware County,America/Chicago,563,42.48,-91.45,7300
52060,STANDARD,Maquoketa,IA,Jackson County,America/Chicago,563,42.06,-90.66,7480
52064,STANDARD,Miles,IA,Jackson County,America/Chicago,563,42.04,-90.31,720
52065,STANDARD,New Vienna,IA,Dubuque County,America/Chicago,563,42.59,-91.11,790
52066,STANDARD,North Buena Vista,IA,Clayton County,America/Chicago,563,42.68,-90.95,81
52068,STANDARD,Peosta,IA,Dubuque County,America/Chicago,563,42.44,-90.85,4790
52069,STANDARD,Preston,IA,Jackson County,America/Chicago,563,42.04,-90.39,1370
52070,STANDARD,Sabula,IA,Jackson County,America/Chicago,563,42.06,-90.17,920
52072,STANDARD,Saint Olaf,IA,Clayton County,America/Chicago,563,42.92,-91.38,320
52073,STANDARD,Sherrill,IA,Dubuque County,America/Chicago,563,42.6,-90.78,1510
52074,STANDARD,Spragueville,IA,Jackson County,America/Chicago,563,42.07,-90.43,280
52076,STANDARD,Strawberry Point,IA,Clayton County,America/Chicago,563,42.68,-91.53,1890
52077,STANDARD,Volga,IA,Clayton County,America/Chicago,563,42.8,-91.54,340
52078,STANDARD,Worthington,IA,Dubuque County,America/Chicago,563,42.39,-91.12,810
52079,STANDARD,Zwingle,IA,Jackson County,America/Chicago,563,42.29,-90.68,720
52101,STANDARD,Decorah,IA,Winneshiek County,America/Chicago,563,43.3,-91.79,10830
52132,STANDARD,Calmar,IA,Winneshiek County,America/Chicago,563,43.17,-91.86,1610
52133,STANDARD,Castalia,IA,Winneshiek County,America/Chicago,563,43.11,-91.67,400
52134,STANDARD,Chester,IA,Howard County,America/Chicago,"563,641",43.49,-92.36,240
52135,STANDARD,Clermont,IA,Fayette County,America/Chicago,563,43,-91.65,710
52136,STANDARD,Cresco,IA,Howard County,America/Chicago,563,43.37,-92.11,5310
52140,STANDARD,Dorchester,IA,Allamakee County,America/Chicago,563,43.46,-91.51,460
52141,STANDARD,Elgin,IA,Fayette County,America/Chicago,563,42.95,-91.63,1260
52142,STANDARD,Fayette,IA,Fayette County,America/Chicago,563,42.84,-91.8,1020
52144,STANDARD,Fort Atkinson,IA,Winneshiek County,America/Chicago,563,43.14,-91.93,1060
52146,STANDARD,Harpers Ferry,IA,Allamakee County,America/Chicago,563,43.2,-91.15,830
52147,STANDARD,Hawkeye,IA,Fayette County,America/Chicago,563,42.93,-91.95,840
52151,STANDARD,Lansing,IA,Allamakee County,America/Chicago,563,43.36,-91.22,1730
52154,STANDARD,Lawler,IA,Chickasaw County,America/Chicago,563,43.07,-92.15,860
52155,STANDARD,Lime Springs,IA,Howard County,America/Chicago,563,43.45,-92.28,1110
52156,STANDARD,Luana,IA,Clayton County,America/Chicago,563,43.06,-91.45,660
52157,STANDARD,Mc Gregor,IA,Clayton County,America/Chicago,563,43.02,-91.18,1500
52159,STANDARD,Monona,IA,Clayton County,America/Chicago,563,43.05,-91.39,2040
52160,STANDARD,New Albin,IA,Allamakee County,America/Chicago,563,43.46,-91.35,730
52161,STANDARD,Ossian,IA,Winneshiek County,America/Chicago,563,43.14,-91.76,1210
52162,STANDARD,Postville,IA,Allamakee County,America/Chicago,563,43.08,-91.56,3060
52164,STANDARD,Randalia,IA,Fayette County,America/Chicago,563,42.86,-91.88,206
52165,STANDARD,Ridgeway,IA,Winneshiek County,America/Chicago,563,43.29,-91.99,850
52169,STANDARD,Wadena,IA,Fayette County,America/Chicago,563,42.86,-91.66,330
52170,STANDARD,Waterville,IA,Allamakee County,America/Chicago,563,43.2,-91.29,460
52171,STANDARD,Waucoma,IA,Fayette County,America/Chicago,563,43.05,-92.03,860
52172,STANDARD,Waukon,IA,Allamakee County,America/Chicago,563,43.26,-91.47,5320
52175,STANDARD,West Union,IA,Fayette County,America/Chicago,563,42.95,-91.81,2910
52201,STANDARD,Ainsworth,IA,Washington County,America/Chicago,319,41.29,-91.55,1120
52202,STANDARD,Alburnett,IA,Linn County,America/Chicago,319,42.14,-91.61,1070
52203,STANDARD,Amana,IA,Iowa County,America/Chicago,319,41.8,-91.86,1820
52205,STANDARD,Anamosa,IA,Jones County,America/Chicago,319,42.1,-91.28,6960
52206,STANDARD,Atkins,IA,Benton County,America/Chicago,319,41.99,-91.85,2610
52207,STANDARD,Baldwin,IA,Jackson County,America/Chicago,563,42.07,-90.83,320
52208,STANDARD,Belle Plaine,IA,Benton County,America/Chicago,319,41.89,-92.27,2490
52209,STANDARD,Blairstown,IA,Benton County,America/Chicago,319,41.9,-92.08,1040
52210,STANDARD,Brandon,IA,Buchanan County,America/Chicago,319,42.31,-92,690
52211,STANDARD,Brooklyn,IA,Poweshiek County,America/Chicago,641,41.73,-92.44,2450
52212,STANDARD,Center Junction,IA,Jones County,America/Chicago,563,42.11,-91.08,250
52213,STANDARD,Center Point,IA,Linn County,America/Chicago,319,42.18,-91.77,4270
52214,STANDARD,Central City,IA,Linn County,America/Chicago,319,42.2,-91.52,2840
52215,STANDARD,Chelsea,IA,Tama County,America/Chicago,641,41.92,-92.39,730
52216,STANDARD,Clarence,IA,Cedar County,America/Chicago,563,41.88,-91.05,1280
52217,STANDARD,Clutier,IA,Tama County,America/Chicago,319,42.07,-92.4,450
52218,STANDARD,Coggon,IA,Linn County,America/Chicago,319,42.27,-91.53,1470
52219,STANDARD,Prairieburg,IA,Linn County,America/Chicago,319,42.24,-91.43,140
52221,STANDARD,Guernsey,IA,Poweshiek County,America/Chicago,319,41.64,-92.34,180
52222,STANDARD,Deep River,IA,Poweshiek County,America/Chicago,641,41.58,-92.37,590
52223,STANDARD,Delhi,IA,Delaware County,America/Chicago,563,42.43,-91.33,1320
52224,STANDARD,Dysart,IA,Tama County,America/Chicago,319,42.17,-92.3,1780
52225,STANDARD,Elberon,IA,Tama County,America/Chicago,319,42,-92.31,410
52227,STANDARD,Ely,IA,Linn County,America/Chicago,319,41.87,-91.58,2960
52228,STANDARD,Fairfax,IA,Linn County,America/Chicago,319,41.92,-91.78,3450
52229,STANDARD,Garrison,IA,Benton County,America/Chicago,319,42.14,-92.14,630
52231,STANDARD,Harper,IA,Keokuk County,America/Chicago,641,41.36,-92.05,330
52232,STANDARD,Hartwick,IA,Poweshiek County,America/Chicago,319,41.78,-92.34,210
52233,STANDARD,Hiawatha,IA,Linn County,America/Chicago,319,42.04,-91.68,6400
52236,STANDARD,Homestead,IA,Iowa County,America/Chicago,319,41.76,-91.86,470
52237,STANDARD,Hopkinton,IA,Delaware County,America/Chicago,563,42.34,-91.24,1450
52240,STANDARD,Iowa City,IA,Johnson County,America/Chicago,319,41.65,-91.53,23970
52241,STANDARD,Coralville,IA,Johnson County,America/Chicago,319,41.69,-91.6,18510
52242,STANDARD,Iowa City,IA,Johnson County,America/Chicago,319,41.66,-91.55,90
52245,STANDARD,Iowa City,IA,Johnson County,America/Chicago,319,41.67,-91.51,17040
52246,STANDARD,Iowa City,IA,Johnson County,America/Chicago,319,41.65,-91.57,17280
52247,STANDARD,Kalona,IA,Washington County,America/Chicago,319,41.48,-91.7,5320
52248,STANDARD,Keota,IA,Keokuk County,America/Chicago,641,41.36,-91.95,1580
52249,STANDARD,Keystone,IA,Benton County,America/Chicago,319,41.99,-92.19,820
52251,STANDARD,Ladora,IA,Iowa County,America/Chicago,319,41.75,-92.18,440
52252,STANDARD,Langworthy,IA,Jones County,America/Chicago,,42.18,-91.21,37
52253,STANDARD,Lisbon,IA,Linn County,America/Chicago,319,41.92,-91.39,3180
52254,STANDARD,Lost Nation,IA,Clinton County,America/Chicago,563,41.96,-90.81,770
52255,STANDARD,Lowden,IA,Cedar County,America/Chicago,563,41.85,-90.92,1080
52257,STANDARD,Luzerne,IA,Benton County,America/Chicago,319,41.9,-92.18,260
52301,STANDARD,Marengo,IA,Iowa County,America/Chicago,319,41.79,-92.06,3320
52302,STANDARD,Marion,IA,Linn County,America/Chicago,319,42.03,-91.58,39590
52305,STANDARD,Martelle,IA,Jones County,America/Chicago,319,42.02,-91.35,640
52306,STANDARD,Mechanicsville,IA,Cedar County,America/Chicago,563,41.9,-91.25,1470
52309,STANDARD,Monmouth,IA,Jackson County,America/Chicago,563,42.07,-90.88,360
52310,STANDARD,Monticello,IA,Jones County,America/Chicago,319,42.23,-91.19,5700
52312,STANDARD,Morley,IA,Jones County,America/Chicago,,42.01,-91.25,106
52313,STANDARD,Mount Auburn,IA,Benton County,America/Chicago,319,42.25,-92.09,350
52314,STANDARD,Mount Vernon,IA,Linn County,America/Chicago,319,41.92,-91.42,4810
52315,STANDARD,Newhall,IA,Benton County,America/Chicago,319,41.99,-91.96,1110
52316,STANDARD,North English,IA,Iowa County,America/Chicago,319,41.55,-92.1,1470
52317,STANDARD,North Liberty,IA,Johnson County,America/Chicago,319,41.74,-91.6,20410
52318,STANDARD,Norway,IA,Benton County,America/Chicago,319,41.9,-91.92,880
52320,STANDARD,Olin,IA,Jones County,America/Chicago,319,41.99,-91.14,990
52321,STANDARD,Onslow,IA,Jones County,America/Chicago,563,42.1,-91.01,360
52322,STANDARD,Oxford,IA,Johnson County,America/Chicago,319,41.72,-91.78,2170
52323,STANDARD,Oxford Junction,IA,Jones County,America/Chicago,563,41.98,-90.95,630
52324,STANDARD,Palo,IA,Linn County,America/Chicago,319,42.06,-91.79,2440
52325,STANDARD,Parnell,IA,Iowa County,America/Chicago,319,41.58,-92,820
52326,STANDARD,Quasqueton,IA,Buchanan County,America/Chicago,319,42.39,-91.75,480
52327,STANDARD,Riverside,IA,Washington County,America/Chicago,319,41.48,-91.57,3160
52328,STANDARD,Robins,IA,Linn County,America/Chicago,319,42.07,-91.66,3140
52329,STANDARD,Rowley,IA,Buchanan County,America/Chicago,319,42.36,-91.84,730
52330,STANDARD,Ryan,IA,Delaware County,America/Chicago,"319,563",42.35,-91.48,760
52332,STANDARD,Shellsburg,IA,Benton County,America/Chicago,319,42.1,-91.89,1780
52333,STANDARD,Solon,IA,Johnson County,America/Chicago,319,41.8,-91.49,7200
52334,STANDARD,South Amana,IA,Iowa County,America/Chicago,319,41.78,-91.96,370
52335,STANDARD,South English,IA,Keokuk County,America/Chicago,319,41.45,-92.09,500
52336,STANDARD,Springville,IA,Linn County,America/Chicago,319,42.05,-91.44,2250
52337,STANDARD,Stanwood,IA,Cedar County,America/Chicago,563,41.89,-91.15,730
52338,STANDARD,Swisher,IA,Johnson County,America/Chicago,319,41.84,-91.69,3440
52339,STANDARD,Tama,IA,Tama County,America/Chicago,,41.96,-92.57,4170
52340,STANDARD,Tiffin,IA,Johnson County,America/Chicago,319,41.7,-91.67,4720
52341,STANDARD,Toddville,IA,Linn County,America/Chicago,319,42.1,-91.71,1030
52342,STANDARD,Toledo,IA,Tama County,America/Chicago,641,41.99,-92.58,2950
52345,STANDARD,Urbana,IA,Benton County,America/Chicago,319,42.24,-91.9,1520
52346,STANDARD,Van Horne,IA,Benton County,America/Chicago,319,42.01,-92.09,1050
52347,STANDARD,Victor,IA,Iowa County,America/Chicago,319,41.73,-92.29,1270
52349,STANDARD,Vinton,IA,Benton County,America/Chicago,319,42.16,-92.02,6370
52351,STANDARD,Walford,IA,Benton County,America/Chicago,319,41.88,-91.83,1380
52352,STANDARD,Walker,IA,Linn County,America/Chicago,319,42.28,-91.78,1790
52353,STANDARD,Washington,IA,Washington County,America/Chicago,319,41.29,-91.69,8430
52354,STANDARD,Watkins,IA,Benton County,America/Chicago,319,41.88,-91.98,350
52355,STANDARD,Webster,IA,Keokuk County,America/Chicago,319,41.43,-92.17,230
52356,STANDARD,Wellman,IA,Washington County,America/Chicago,319,41.46,-91.83,2570
52358,STANDARD,West Branch,IA,Cedar County,America/Chicago,"563,319",41.67,-91.34,3700
52359,STANDARD,West Chester,IA,Washington County,America/Chicago,319,41.34,-91.81,230
52361,STANDARD,Williamsburg,IA,Iowa County,America/Chicago,319,41.66,-92,4610
52362,STANDARD,Wyoming,IA,Jones County,America/Chicago,563,42.06,-91,850
52401,STANDARD,Cedar Rapids,IA,Linn County,America/Chicago,319,41.97,-91.66,1430
52402,STANDARD,Cedar Rapids,IA,Linn County,America/Chicago,319,42.02,-91.66,35600
52403,STANDARD,Cedar Rapids,IA,Linn County,America/Chicago,319,41.97,-91.57,20220
52404,STANDARD,Cedar Rapids,IA,Linn County,America/Chicago,319,41.92,-91.7,36080
52405,STANDARD,Cedar Rapids,IA,Linn County,America/Chicago,319,41.98,-91.75,22960
52411,STANDARD,Cedar Rapids,IA,Linn County,America/Chicago,319,42.05,-91.73,8120
52501,STANDARD,Ottumwa,IA,Wapello County,America/Chicago,641,41.01,-92.41,25320
52530,STANDARD,Agency,IA,Wapello County,America/Chicago,641,40.99,-92.3,900
52531,STANDARD,Albia,IA,Monroe County,America/Chicago,641,41.02,-92.8,5030
52533,STANDARD,Batavia,IA,Jefferson County,America/Chicago,641,40.99,-92.16,990
52534,STANDARD,Beacon,IA,Mahaska County,America/Chicago,641,41.27,-92.68,280
52535,STANDARD,Birmingham,IA,Van Buren County,America/Chicago,319,40.87,-91.94,710
52536,STANDARD,Blakesburg,IA,Wapello County,America/Chicago,641,40.96,-92.63,820
52537,STANDARD,Bloomfield,IA,Davis County,America/Chicago,641,40.74,-92.41,6550
52538,STANDARD,West Grove,IA,Davis County,America/Chicago,641,40.69,-92.61,0
52540,STANDARD,Brighton,IA,Washington County,America/Chicago,319,41.17,-91.82,1250
52542,STANDARD,Cantril,IA,Van Buren County,America/Chicago,319,40.64,-92.06,340
52543,STANDARD,Cedar,IA,Mahaska County,America/Chicago,641,41.2,-92.5,280
52544,STANDARD,Centerville,IA,Appanoose County,America/Chicago,641,40.73,-92.87,6170
52548,STANDARD,Chillicothe,IA,Wapello County,America/Chicago,641,41.09,-92.53,88
52549,STANDARD,Cincinnati,IA,Appanoose County,America/Chicago,641,40.63,-92.92,590
52550,STANDARD,Delta,IA,Keokuk County,America/Chicago,641,41.32,-92.32,390
52551,STANDARD,Douds,IA,Van Buren County,America/Chicago,641,40.82,-92.11,570
52552,STANDARD,Drakesville,IA,Davis County,America/Chicago,641,40.79,-92.48,780
52553,STANDARD,Eddyville,IA,Wapello County,America/Chicago,641,41.15,-92.62,1530
52554,STANDARD,Eldon,IA,Wapello County,America/Chicago,641,40.91,-92.21,1060
52555,STANDARD,Exline,IA,Appanoose County,America/Chicago,641,40.64,-92.84,250
52556,STANDARD,Fairfield,IA,Jefferson County,America/Chicago,641,41,-91.96,9790
52560,STANDARD,Floris,IA,Davis County,America/Chicago,641,40.86,-92.33,320
52561,STANDARD,Fremont,IA,Mahaska County,America/Chicago,641,41.21,-92.43,830
52562,STANDARD,Hayesville,IA,Keokuk County,America/Chicago,,41.26,-92.24,12
52563,STANDARD,Hedrick,IA,Keokuk County,America/Chicago,641,41.17,-92.3,1220
52565,STANDARD,Keosauqua,IA,Van Buren County,America/Chicago,319,40.73,-91.96,1620
52566,STANDARD,Kirkville,IA,Wapello County,America/Chicago,641,41.14,-92.5,170
52567,STANDARD,Libertyville,IA,Jefferson County,America/Chicago,641,40.95,-92.04,530
52569,STANDARD,Melrose,IA,Monroe County,America/Chicago,641,40.98,-93.04,490
52570,STANDARD,Milton,IA,Van Buren County,America/Chicago,"319,641",40.67,-92.16,820
52571,STANDARD,Moravia,IA,Appanoose County,America/Chicago,641,40.89,-92.81,1410
52572,STANDARD,Moulton,IA,Appanoose County,America/Chicago,641,40.68,-92.67,900
52573,STANDARD,Mount Sterling,IA,Van Buren County,America/Chicago,319,40.61,-91.93,178
52574,STANDARD,Mystic,IA,Appanoose County,America/Chicago,641,40.77,-92.94,680
52576,STANDARD,Ollie,IA,Keokuk County,America/Chicago,641,41.19,-92.09,460
52577,STANDARD,Oskaloosa,IA,Mahaska County,America/Chicago,641,41.29,-92.63,12450
52580,STANDARD,Packwood,IA,Jefferson County,America/Chicago,"641,319",41.13,-92.08,400
52581,STANDARD,Plano,IA,Appanoose County,America/Chicago,641,40.75,-93.04,250
52583,STANDARD,Promise City,IA,Wayne County,America/Chicago,641,40.74,-93.15,250
52584,STANDARD,Pulaski,IA,Davis County,America/Chicago,641,40.69,-92.27,390
52585,STANDARD,Richland,IA,Keokuk County,America/Chicago,319,41.18,-91.99,880
52586,STANDARD,Rose Hill,IA,Mahaska County,America/Chicago,641,41.32,-92.46,460
52588,STANDARD,Selma,IA,Van Buren County,America/Chicago,,40.87,-92.17,136
52590,STANDARD,Seymour,IA,Wayne County,America/Chicago,641,40.68,-93.12,1330
52591,STANDARD,Sigourney,IA,Keokuk County,America/Chicago,641,41.33,-92.2,2500
52593,STANDARD,Udell,IA,Appanoose County,America/Chicago,641,40.78,-92.74,130
52594,STANDARD,Unionville,IA,Appanoose County,America/Chicago,641,40.81,-92.69,330
52601,STANDARD,Burlington,IA,Des Moines County,America/Chicago,319,40.8,-91.12,24380
52619,STANDARD,Argyle,IA,Lee County,America/Chicago,319,40.53,-91.56,500
52620,STANDARD,Bonaparte,IA,Van Buren County,America/Chicago,319,40.7,-91.8,800
52621,STANDARD,Crawfordsville,IA,Washington County,America/Chicago,319,41.21,-91.53,610
52623,STANDARD,Danville,IA,Des Moines County,America/Chicago,319,40.86,-91.31,1860
52625,STANDARD,Donnellson,IA,Lee County,America/Chicago,319,40.64,-91.56,2300
52626,STANDARD,Farmington,IA,Van Buren County,America/Chicago,319,40.63,-91.73,1030
52627,STANDARD,Fort Madison,IA,Lee County,America/Chicago,319,40.61,-91.35,10240
52630,STANDARD,Hillsboro,IA,Henry County,America/Chicago,319,40.83,-91.71,320
52632,STANDARD,Keokuk,IA,Lee County,America/Chicago,319,40.4,-91.4,10070
52635,STANDARD,Lockridge,IA,Jefferson County,America/Chicago,319,40.99,-91.74,590
52637,STANDARD,Mediapolis,IA,Des Moines County,America/Chicago,319,41,-91.16,2450
52638,STANDARD,Middletown,IA,Des Moines County,America/Chicago,319,40.82,-91.26,520
52639,STANDARD,Montrose,IA,Lee County,America/Chicago,319,40.53,-91.46,1530
52640,STANDARD,Morning Sun,IA,Louisa County,America/Chicago,319,41.09,-91.25,1190
52641,STANDARD,Mount Pleasant,IA,Henry County,America/Chicago,319,40.96,-91.54,9920
52644,STANDARD,Mount Union,IA,Henry County,America/Chicago,319,41.05,-91.39,370
52645,STANDARD,New London,IA,Henry County,America/Chicago,319,40.92,-91.4,2920
52646,STANDARD,Oakville,IA,Louisa County,America/Chicago,319,41.09,-91.04,400
52648,STANDARD,Pilot Grove,IA,Lee County,America/Chicago,319,40.76,-91.53,25
52649,STANDARD,Salem,IA,Henry County,America/Chicago,319,40.85,-91.62,850
52650,STANDARD,Sperry,IA,Des Moines County,America/Chicago,319,40.95,-91.15,840
52651,STANDARD,Stockport,IA,Van Buren County,America/Chicago,319,40.85,-91.83,540
52653,STANDARD,Wapello,IA,Louisa County,America/Chicago,319,41.17,-91.18,3010
52654,STANDARD,Wayland,IA,Henry County,America/Chicago,319,41.14,-91.65,1430
52655,STANDARD,West Burlington,IA,Des Moines County,America/Chicago,319,40.82,-91.17,3720
52656,STANDARD,West Point,IA,Lee County,America/Chicago,319,40.71,-91.45,2060
52657,STANDARD,Saint Paul,IA,Lee County,America/Chicago,319,40.77,-91.52,90
52658,STANDARD,Wever,IA,Lee County,America/Chicago,319,40.71,-91.23,930
52659,STANDARD,Winfield,IA,Henry County,America/Chicago,319,41.12,-91.43,1300
52660,STANDARD,Yarmouth,IA,Des Moines County,America/Chicago,319,41.03,-91.31,230
52720,STANDARD,Atalissa,IA,Muscatine County,America/Chicago,563,41.57,-91.16,800
52721,STANDARD,Bennett,IA,Cedar County,America/Chicago,563,41.73,-90.97,710
52722,STANDARD,Bettendorf,IA,Scott County,America/Chicago,563,41.56,-90.47,38750
52726,STANDARD,Blue Grass,IA,Scott County,America/Chicago,563,41.5,-90.76,4510
52727,STANDARD,Bryant,IA,Clinton County,America/Chicago,563,41.96,-90.33,380
52729,STANDARD,Calamus,IA,Clinton County,America/Chicago,563,41.82,-90.75,760
52730,STANDARD,Camanche,IA,Clinton County,America/Chicago,563,41.79,-90.27,4530
52731,STANDARD,Charlotte,IA,Clinton County,America/Chicago,563,41.96,-90.46,770
52732,STANDARD,Clinton,IA,Clinton County,America/Chicago,563,41.84,-90.23,21970
52737,STANDARD,Columbus City,IA,Louisa County,America/Chicago,319,41.26,-91.37,340
52738,STANDARD,Columbus Junction,IA,Louisa County,America/Chicago,319,41.27,-91.36,3170
52739,STANDARD,Conesville,IA,Muscatine County,America/Chicago,319,41.38,-91.34,870
52742,STANDARD,De Witt,IA,Clinton County,America/Chicago,563,41.82,-90.54,7180
52745,STANDARD,Dixon,IA,Scott County,America/Chicago,563,41.74,-90.78,530
52746,STANDARD,Donahue,IA,Scott County,America/Chicago,563,41.69,-90.67,890
52747,STANDARD,Durant,IA,Cedar County,America/Chicago,563,41.6,-90.9,2150
52748,STANDARD,Eldridge,IA,Scott County,America/Chicago,563,41.63,-90.57,9500
52749,STANDARD,Fruitland,IA,Muscatine County,America/Chicago,319,41.34,-91.12,990
52750,STANDARD,Goose Lake,IA,Clinton County,America/Chicago,563,41.96,-90.38,540
52751,STANDARD,Grand Mound,IA,Clinton County,America/Chicago,563,41.82,-90.64,980
52753,STANDARD,Le Claire,IA,Scott County,America/Chicago,563,41.59,-90.36,5970
52754,STANDARD,Letts,IA,Louisa County,America/Chicago,319,41.33,-91.23,1200
52755,STANDARD,Lone Tree,IA,Johnson County,America/Chicago,319,41.48,-91.42,1910
52756,STANDARD,Long Grove,IA,Scott County,America/Chicago,563,41.69,-90.58,2120
52759,STANDARD,Montpelier,IA,Muscatine County,America/Chicago,,41.46,-90.8,95
52760,STANDARD,Moscow,IA,Muscatine County,America/Chicago,563,41.58,-91.08,550
52761,STANDARD,Muscatine,IA,Muscatine County,America/Chicago,563,41.41,-91.07,27300
52765,STANDARD,New Liberty,IA,Scott County,America/Chicago,563,41.71,-90.87,390
52766,STANDARD,Nichols,IA,Muscatine County,America/Chicago,319,41.47,-91.3,670
52768,STANDARD,Princeton,IA,Scott County,America/Chicago,563,41.67,-90.35,1280
52769,STANDARD,Stockton,IA,Muscatine County,America/Chicago,,41.59,-90.85,510
52771,STANDARD,Teeds Grove,IA,Clinton County,America/Chicago,563,42.01,-90.25,20
52772,STANDARD,Tipton,IA,Cedar County,America/Chicago,563,41.77,-91.12,4550
52773,STANDARD,Walcott,IA,Scott County,America/Chicago,563,41.59,-90.77,2090
52776,STANDARD,West Liberty,IA,Muscatine County,America/Chicago,319,41.57,-91.26,4960
52777,STANDARD,Wheatland,IA,Clinton County,America/Chicago,563,41.83,-90.83,1120
