ZipCode,City,State,HomeSale,HomeBaseValue,HomeMaxValue,MedianListPrice,MedianSoldPrice,Year
59643, Toston, MT,4,80000,1300000,206800,0,2022
59644, Townsend, MT,125,80000,3000000,399000,0,2022
59645, White Sulphur Springs, MT,36,25000,1500000,599000,0,2022
59647, Winston, MT,3,319000,1800000,319000,0,2022
59648, Wolf Creek, MT,20,105000,1500000,629900,0,2022
59701, Butte, MT,296,15000,3200000,262000,0,2022
59711, Anaconda, MT,92,75000,3000000,307500,0,2022
59714, Belgrade, MT,202,175000,7500000,614900,0,2022
59715, Bozeman, MT,270,250000,18000000,1200000,0,2022
59718, Bozeman, MT,378,139900,33000000,775000,0,2022
59720, Cameron, MT,44,185000,4200000,899000,0,2022
59721, Cardwell, MT,17,75000,2700000,0,0,2022
59722, Deer Lodge, MT,24,52000,19500000,295000,0,2022
59725, Dillon, MT,91,68800,4000000,460000,0,2022
59729, Ennis, MT,91,80000,15000000,717000,0,2022
59730, Gallatin Gateway, MT,48,165000,7000000,2200000,0,2022
59731, Garrison, MT,7,150000,999000,421500,0,2022
59733, Gold Creek, MT,1,315000,315000,99000,0,2022
59741, Manhattan, MT,123,159000,10700000,750000,0,2022
59746, Polaris, MT,8,150000,2300000,649900,0,2022
59749, Sheridan, MT,22,79000,1900000,479900,0,2022
59750, Butte, MT,2,470000,635000,645000,0,2022
59752, Three Forks, MT,161,55000,14500000,620000,0,2022
59754, Twin Bridges, MT,10,298000,2200000,399000,0,2022
59758, West Yellowstone, MT,10,169000,1600000,874000,0,2022
59759, Whitehall, MT,36,45000,17500000,525000,0,2022
59761, Wisdom, MT,7,75000,750000,77500,0,2022
59801, Missoula, MT,121,90000,3600000,475000,0,2022
59802, Missoula, MT,71,109000,3800000,572400,0,2022
59803, Missoula, MT,76,69000,4300000,600000,0,2022
59804, Missoula, MT,39,75000,2900000,725000,0,2022
59808, Missoula, MT,219,20000,15000000,624000,0,2022
59820, Alberton, MT,55,85000,3100000,575000,0,2022
59821, Arlee, MT,15,267000,849000,568000,0,2022
59823, Bonner, MT,20,50000,10000000,525000,0,2022
59824, Charlo, MT,8,150000,1200000,340000,0,2022
59825, Clinton, MT,23,159000,2500000,625000,0,2022
59826, Condon, MT,19,200000,6500000,1500000,0,2022
59828, Corvallis, MT,64,229900,5900000,662200,0,2022
59829, Darby, MT,37,189000,3400000,569500,0,2022
59832, Drummond, MT,14,69000,2200000,298000,0,2022
59833, Florence, MT,77,84900,5300000,795000,0,2022
59834, Frenchtown, MT,19,325000,1300000,749900,0,2022
59837, Hall, MT,7,185000,2500000,650000,0,2022
59840, Hamilton, MT,141,32000,13900000,632300,0,2022
59843, Helmville, MT,25,49900,3900000,0,0,2022
59844, Heron, MT,18,59000,1400000,739900,0,2022
59845, Hot Springs, MT,13,174000,2300000,254000,0,2022
59846, Huson, MT,17,315000,2500000,772000,0,2022
59847, Lolo, MT,31,146500,1600000,549900,0,2022
59853, Noxon, MT,20,95000,2600000,698500,0,2022
59858, Philipsburg, MT,47,49000,6800000,614500,0,2022
59859, Plains, MT,76,65000,1700000,577000,0,2022
59860, Polson, MT,139,62500,25000000,589000,0,2022
59864, Ronan, MT,30,80000,2200000,423500,0,2022
59865, St. Ignatius, MT,28,164900,2300000,625000,0,2022
59866, St. Regis, MT,23,69000,2200000,525000,0,2022
59868, Seeley Lake, MT,47,92500,12000000,610500,0,2022
59870, Stevensville, MT,135,120000,4300000,690000,0,2022
59871, Sula, MT,12,150000,3300000,549000,0,2022
59872, Superior, MT,52,39000,2900000,449900,0,2022
59873, Thompson Falls, MT,44,59000,2200000,550000,0,2022
59874, Trout Creek, MT,31,125000,2700000,750000,0,2022
59875, Victor, MT,41,52700,6700000,799700,0,2022
59901, Kalispell, MT,676,50000,7800000,637500,0,2022
59910, Big Arm, MT,9,54900,4300000,1300000,0,2022
59911, Bigfork, MT,181,130000,19000000,865000,0,2022
59912, Columbia Falls, MT,279,50,5000000,549900,0,2022
59914, Dayton, MT,16,225000,72000000,1400000,0,2022
59916, Essex, MT,6,325000,12400000,799000,0,2022
59917, Eureka, MT,127,55000,5000000,659000,0,2022
59920, Kila, MT,39,130000,25000000,825000,0,2022
59922, Lakeside, MT,72,99000,8500000,908000,0,2022
59923, Libby, MT,128,55000,2200000,415000,0,2022
59925, Marion, MT,44,125000,5300000,762500,0,2022
59926, Martin City, MT,4,159000,1500000,350000,0,2022
59928, Polebridge, MT,13,285000,12000000,874000,0,2022
59929, Proctor, MT,5,299000,1900000,912000,0,2022
59930, Rexford, MT,74,75000,1600000,672000,0,2022
59931, Rollins, MT,12,232500,16900000,3000000,0,2022
59932, Somers, MT,31,150000,5200000,798000,0,2022
59935, Troy, MT,117,25000,3200000,500000,0,2022
59937, Whitefish, MT,402,135000,40000000,1100000,0,2022
60002, Antioch, IL,157,10900,1900000,339500,313000,2022
60004, Arlington Heights, IL,161,116000,1500000,417500,402500,2022
60005, Arlington Heights, IL,97,84900,1400000,395000,397500,2022
60007, Elk Grove Village, IL,82,149900,640900,349900,307500,2022
60008, Rolling Meadows, IL,57,88900,685000,269000,281000,2022
60010, Barrington, IL,371,3500,10500000,669000,557000,2022
60012, Crystal Lake, IL,112,25000,3700000,459900,480000,2022
60013, Cary, IL,117,13000,1500000,334900,335000,2022
60014, Crystal Lake, IL,246,8000,10000000,309900,300000,2022
60015, Deerfield, IL,95,124000,3400000,625000,570000,2022
60016, Des Plaines, IL,223,9900,1300000,295000,250000,2022
60018, Des Plaines, IL,85,37300,1100000,349500,366000,2022
60020, Fox Lake, IL,83,60000,33200000,229900,175000,2022
60021, Fox River Grove, IL,19,49000,515000,337500,315000,2022
60022, Glencoe, IL,45,185000,9800000,1400000,1400000,2022
60025, Glenview, IL,181,145000,4000000,504000,480000,2022
60026, Glenview, IL,54,150000,2200000,649000,675000,2022
60030, Grayslake, IL,168,25000,8000000,289900,309000,2022
60031, Gurnee, IL,159,29000,5800000,325000,283000,2022
60033, Harvard, IL,96,13900,3600000,199900,196000,2022
60034, Hebron, IL,19,24900,1900000,228500,0,2022
60035, Highland Park, IL,159,125000,14900000,699000,699900,2022
60040, Highwood, IL,22,100000,2300000,352500,547000,2022
60041, Ingleside, IL,56,15900,3500000,284500,299500,2022
60042, Island Lake, IL,52,29000,2700000,314900,281000,2022
60043, Kenilworth, IL,13,499000,12500000,2500000,2100000,2022
60044, Lake Bluff, IL,55,139900,13900000,539000,377000,2022
60045, Lake Forest, IL,173,177000,15000000,1400000,1300000,2022
60046, Lake Villa, IL,166,1,8800000,319400,307800,2022
60048, Libertyville, IL,169,80000,7200000,594000,555000,2022
60050, McHenry, IL,190,3000,17400000,285000,256900,2022
60051, McHenry, IL,191,8000,11000000,279000,235000,2022
60053, Morton Grove, IL,76,184500,1500000,399000,357500,2022
60056, Mount Prospect, IL,151,15000,969000,379900,370000,2022
60060, Mundelein, IL,193,11500,10600000,363500,295000,2022
60061, Vernon Hills, IL,97,50000,1600000,389900,357500,2022
60062, Northbrook, IL,250,20000,4300000,599000,630000,2022
60064, North Chicago, IL,61,19900,399900,143000,167500,2022
60067, Palatine, IL,185,79900,1200000,380000,305400,2022
60068, Park Ridge, IL,133,115000,3800000,529500,470000,2022
60069, Lincolnshire, IL,54,194000,2500000,597000,527500,2022
60070, Prospect Heights, IL,53,10000,1800000,279900,168000,2022
60071, Richmond, IL,38,30000,775000,229000,245000,2022
60072, Ringwood, IL,26,17700,875000,465000,261000,2022
60073, Round Lake, IL,208,11000,3800000,229900,222500,2022
60074, Palatine, IL,103,68000,2700000,256000,235000,2022
60076, Skokie, IL,122,12000,1200000,399900,407000,2022
60077, Skokie, IL,88,20000,4000000,329900,308500,2022
60081, Spring Grove, IL,111,9000,2500000,349900,253800,2022
60083, Wadsworth, IL,94,8000,1200000,344500,375000,2022
60084, Wauconda, IL,78,19900,2800000,364900,267500,2022
60085, Waukegan, IL,141,15000,895000,188900,176500,2022
60087, Waukegan, IL,106,19000,1500000,230000,236000,2022
60089, Buffalo Grove, IL,147,99000,926000,389900,387500,2022
60090, Wheeling, IL,105,49000,5000000,262400,245000,2022
60091, Wilmette, IL,93,130000,2900000,695000,888000,2022
60093, Winnetka, IL,105,219000,6800000,1400000,1400000,2022
60096, Winthrop Harbor, IL,48,20000,385000,279900,275000,2022
60097, Wonder Lake, IL,234,10000,899000,239900,227000,2022
60098, Woodstock, IL,239,14000,7700000,340000,333000,2022
60099, Zion, IL,164,16900,1700000,208900,207500,2022
60101, Addison, IL,126,27000,1400000,332500,323500,2022
60102, Algonquin, IL,177,19000,4900000,355000,325000,2022
60103, Bartlett, IL,111,45000,924900,374900,361000,2022
60104, Bellwood, IL,71,20000,475000,232500,250000,2022
60106, Bensenville, IL,56,49900,2000000,329900,335000,2022
60107, Streamwood, IL,118,149000,635000,279000,262500,2022
60108, Bloomingdale, IL,90,125000,1300000,369500,330000,2022
60110, Carpentersville, IL,91,10000,2500000,245000,226700,2022
60112, Cortland, IL,33,18500,1700000,249900,257500,2022
60115, DeKalb, IL,129,18500,9100000,210000,202900,2022
60118, Dundee, IL,90,39900,2500000,350000,391500,2022
60119, Elburn, IL,112,48900,5000000,439000,386000,2022
60120, Elgin, IL,130,30000,925000,255900,230800,2022
60123, Elgin, IL,125,40000,5300000,250000,229600,2022
60124, Elgin, IL,274,65000,1600000,475000,425000,2022
60126, Elmhurst, IL,223,139500,4300000,529900,557500,2022
60130, Forest Park, IL,94,69900,775000,334000,315000,2022
60131, Franklin Park, IL,50,100000,445000,289000,270000,2022
60133, Hanover Park, IL,98,56000,990000,281000,288800,2022
60134, Geneva, IL,121,95000,1600000,450000,460000,2022
60135, Genoa, IL,62,35000,2000000,260000,232800,2022
60136, Gilberts, IL,37,23000,1700000,289900,265000,2022
60137, Glen Ellyn, IL,149,39500,2700000,449900,418500,2022
60139, Glendale Heights, IL,91,104900,595000,275000,250000,2022
60140, Hampshire, IL,222,-1000,6400000,350000,365000,2022
60142, Huntley, IL,199,30000,4000000,379900,345000,2022
60143, Itasca, IL,48,150000,899000,379900,480000,2022
60145, Kingston, IL,13,18500,699900,324000,218000,2022
60146, Kirkland, IL,14,20500,400000,294900,277500,2022
60148, Lombard, IL,206,47500,1400000,324900,299000,2022
60150, Malta, IL,15,16000,445000,230000,194000,2022
60151, Maple Park, IL,15,39900,2500000,350000,352000,2022
60152, Marengo, IL,132,22000,4000000,365000,262000,2022
60153, Maywood, IL,109,37000,550000,235000,213300,2022
60154, Westchester, IL,87,175000,565000,325000,298000,2022
60155, Broadview, IL,26,55000,521900,249500,252500,2022
60156, Lake in the Hills, IL,81,14000,899900,289500,296300,2022
60157, Medinah, IL,11,79000,599900,489000,400800,2022
60160, Melrose Park, IL,46,12000,486000,300000,285000,2022
60162, Hillside, IL,24,79900,549000,242500,287500,2022
60163, Berkeley, IL,18,59900,624900,274900,283500,2022
60164, Melrose Park, IL,55,45000,1300000,262500,263500,2022
60165, Stone Park, IL,12,49000,420000,339000,225000,2022
60169, Hoffman Estates, IL,86,85000,599000,324900,310000,2022
60171, River Grove, IL,43,5500,649900,249900,244500,2022
60172, Roselle, IL,100,85000,2400000,324900,273500,2022
60173, Schaumburg, IL,50,1,1200000,327500,265000,2022
60174, St. Charles, IL,116,39900,2900000,385000,345000,2022
60175, St. Charles, IL,139,43000,3900000,550000,450000,2022
60176, Schiller Park, IL,54,100000,2300000,270000,244500,2022
60177, South Elgin, IL,188,39900,1200000,360000,360000,2022
60178, Sycamore, IL,186,35000,10400000,299900,268500,2022
60180, Union, IL,18,52500,775000,492000,350000,2022
60181, Villa Park, IL,101,99900,5000000,325000,298500,2022
60184, Wayne, IL,23,65000,2700000,595000,490000,2022
60185, West Chicago, IL,100,25000,2600000,350000,365000,2022
60187, Wheaton, IL,104,69000,1700000,435000,393000,2022
60188, Carol Stream, IL,107,40000,1400000,324900,300000,2022
60189, Wheaton, IL,99,115000,3800000,449000,440000,2022
60190, Winfield, IL,75,65000,1300000,396800,336000,2022
60191, Wood Dale, IL,58,90000,799000,355000,295000,2022
60192, Hoffman Estates, IL,48,150000,885000,439900,435000,2022
60193, Schaumburg, IL,132,145900,1400000,310000,258000,2022
60194, Schaumburg, IL,66,144900,3800000,269900,274000,2022
60195, Schaumburg, IL,12,129000,2700000,201500,198000,2022
60201, Evanston, IL,148,75000,3300000,449000,399000,2022
60202, Evanston, IL,119,15000,3500000,329000,360000,2022
60203, Evanston, IL,14,295000,1500000,517500,450000,2022
60301, Oak Park, IL,6,70000,679000,209900,155000,2022
60302, Oak Park, IL,156,15000,1300000,339000,450000,2022
60304, Oak Park, IL,68,105000,709000,399900,399000,2022
60305, River Forest, IL,72,71000,1700000,550000,390000,2022
60401, Beecher, IL,50,10000,2100000,269900,252000,2022
60402, Berwyn, IL,249,69000,1200000,319900,295000,2022
60403, Crest Hill, IL,76,25000,669000,239900,253300,2022
60404, Shorewood, IL,131,39000,2800000,399900,412000,2022
60406, Blue Island, IL,64,22500,850000,195000,181000,2022
60407, Braceville, IL,13,20000,599900,305000,160000,2022
60408, Braidwood, IL,45,19500,3800000,235000,199000,2022
60409, Calumet City, IL,220,20000,319000,165000,155000,2022
60410, Channahon, IL,81,40000,5300000,365000,309900,2022
60411, Chicago Heights, IL,355,6500,2200000,175000,190000,2022
60415, Chicago Ridge, IL,61,85000,559900,163500,169000,2022
60416, Coal City, IL,54,39900,4800000,274900,180000,2022
60417, Crete, IL,108,10000,1900000,281300,275000,2022
60418, Crestwood, IL,59,18000,1200000,162500,143000,2022
60419, Dolton, IL,172,45000,355000,159900,148000,2022
60420, Dwight, IL,25,16500,555000,197400,202500,2022
60421, Elwood, IL,22,64900,6600000,307500,300000,2022
60422, Flossmoor, IL,55,125000,699000,322500,295000,2022
60423, Frankfort, IL,194,29900,2900000,499900,490000,2022
60424, Gardner, IL,13,29000,265000,189900,130000,2022
60425, Glenwood, IL,42,39000,315000,207000,240000,2022
60426, Harvey, IL,133,12500,405000,125000,127000,2022
60428, Markham, IL,74,13000,332000,159500,131500,2022
60429, Hazel Crest, IL,91,21000,450000,175000,156000,2022
60430, Homewood, IL,91,70000,485000,250000,215000,2022
60431, Joliet, IL,167,39000,6800000,349800,342500,2022
60432, Joliet, IL,64,7000,850000,189900,200000,2022
60433, Joliet, IL,72,10000,7000000,169500,171900,2022
60435, Joliet, IL,179,19900,975000,215000,225000,2022
60436, Joliet, IL,84,10000,1800000,194500,186300,2022
60438, Lansing, IL,148,48000,515000,187500,188000,2022
60439, Lemont, IL,161,40000,6700000,549500,489900,2022
60440, Bolingbrook, IL,176,73500,3000000,275000,280000,2022
60441, Lockport, IL,235,5000,2500000,299000,310000,2022
60442, Manhattan, IL,77,46200,5000000,376600,330000,2022
60443, Matteson, IL,105,25000,559500,239000,231000,2022
60444, Mazon, IL,28,34000,429000,185000,185000,2022
60445, Midlothian, IL,77,49000,900000,225000,209000,2022
60446, Romeoville, IL,107,50000,1700000,249900,245000,2022
60447, Minooka, IL,77,32000,5800000,325000,277600,2022
60448, Mokena, IL,116,29900,3700000,424900,380000,2022
60449, Monee, IL,134,20000,2600000,300000,260000,2022
60450, Morris, IL,154,29000,3400000,325000,300000,2022
60451, New Lenox, IL,186,69900,6200000,380000,313500,2022
60452, Oak Forest, IL,112,39900,675000,285000,290000,2022
60453, Oak Lawn, IL,245,10000,774900,288700,260000,2022
60455, Bridgeview, IL,48,21900,529900,277500,253800,2022
60456, Hometown, IL,16,117500,220000,167500,195000,2022
60457, Hickory Hills, IL,51,89000,895000,327000,289000,2022
60458, Justice, IL,36,29900,610000,259500,228000,2022
60459, Burbank, IL,114,99900,650000,294900,246000,2022
60460, Odell, IL,3,164900,568000,170000,177500,2022
60461, Olympia Fields, IL,39,56000,2900000,329900,325000,2022
60462, Orland Park, IL,192,65000,929900,335000,280000,2022
60463, Palos Heights, IL,78,75000,849900,389900,374000,2022
60464, Palos Park, IL,73,59500,3300000,543000,470000,2022
60465, Palos Hills, IL,87,20000,1100000,225000,222000,2022
60466, Park Forest, IL,155,20000,299000,156400,135000,2022
60467, Orland Park, IL,163,35000,1700000,439900,515000,2022
60468, Peotone, IL,37,36500,3000000,256000,249000,2022
60469, Posen, IL,22,99000,499900,174900,185000,2022
60470, Ransom, IL,4,72500,228000,85000,0,2022
60471, Richton Park, IL,68,65000,899900,175000,205000,2022
60472, Robbins, IL,20,16000,495000,105000,97000,2022
60473, South Holland, IL,129,35000,549000,235000,254000,2022
60475, Steger, IL,60,49900,379900,179500,149000,2022
60476, Thornton, IL,7,99500,209900,150000,165000,2022
60477, Tinley Park, IL,190,69900,960000,266500,265000,2022
60478, Country Club Hills, IL,127,19500,750000,185000,159900,2022
60479, Verona, IL,5,39500,190000,185000,0,2022
60480, Willow Springs, IL,43,99900,895000,379900,400000,2022
60481, Wilmington, IL,114,10000,3200000,199900,194000,2022
60482, Worth, IL,47,69000,479900,265000,223000,2022
60484, University Park, IL,49,8500,1300000,165500,173000,2022
60487, Tinley Park, IL,55,79000,9900000,329900,352500,2022
60490, Bolingbrook, IL,72,155000,3800000,425000,406300,2022
60491, Homer Glen, IL,156,80000,10900000,460000,405000,2022
60501, Summit Argo, IL,36,12900,899000,270000,240000,2022
60502, Aurora, IL,68,62500,1200000,387000,360000,2022
60503, Aurora, IL,72,100000,4300000,370000,376000,2022
60504, Aurora, IL,162,110000,570300,318900,331000,2022
60505, Aurora, IL,95,9900,2800000,204900,205000,2022
60506, Aurora, IL,119,29000,4000000,269900,285000,2022
60510, Batavia, IL,115,54900,1500000,409900,404000,2022
60511, Big Rock, IL,14,119000,1600000,337500,340000,2022
60512, Bristol, IL,1,535000,535000,487000,465000,2022
60513, Brookfield, IL,60,95000,650000,319900,293000,2022
60514, Clarendon Hills, IL,55,139000,2800000,450000,477500,2022
60515, Downers Grove, IL,151,50000,2300000,465000,415000,2022
60516, Downers Grove, IL,120,120000,2800000,425000,405000,2022
60517, Woodridge, IL,84,99000,775000,379900,334000,2022
60518, Earlville, IL,40,7500,329900,221800,289000,2022
60520, Hinckley, IL,20,25000,1200000,314800,335000,2022
60521, Hinsdale, IL,125,243000,3700000,1100000,1100000,2022
60523, Oak Brook, IL,103,114900,4500000,800000,695000,2022
60525, La Grange, IL,116,50000,3600000,450000,452000,2022
60526, La Grange Park, IL,52,137000,1300000,424900,427500,2022
60527, Willowbrook, IL,207,112900,4800000,549000,338800,2022
60530, Lee, IL,28,69900,590000,140000,0,2022
60531, Leland, IL,15,29000,499900,196900,200000,2022
60532, Lisle, IL,111,19900,1300000,339500,320000,2022
60534, Lyons, IL,48,6000,550000,259900,235000,2022
60538, Montgomery, IL,98,39900,4000000,285000,296900,2022
60540, Naperville, IL,164,199000,6500000,550000,522500,2022
60541, Newark, IL,42,30000,2200000,385000,275500,2022
60542, North Aurora, IL,79,58900,600000,367500,322000,2022
60543, Oswego, IL,208,39900,24400000,399900,351000,2022
60544, Plainfield, IL,159,115000,8000000,325000,307000,2022
60545, Plano, IL,90,25000,1700000,299400,239000,2022
60546, Riverside, IL,63,102500,1500000,340000,357500,2022
60548, Sandwich, IL,76,19900,3300000,254900,250000,2022
60550, Shabbona, IL,7,13500,227500,132000,0,2022
60551, Sheridan, IL,59,26900,1800000,432200,320000,2022
60552, Somonauk, IL,40,22000,685000,298000,286500,2022
60553, Steward, IL,4,50000,599900,137500,0,2022
60554, Sugar Grove, IL,74,56000,1500000,433100,415000,2022
60555, Warrenville, IL,76,75000,995000,285000,301000,2022
60556, Waterman, IL,13,115000,5500000,235000,159500,2022
60558, Western Springs, IL,70,359000,2700000,599900,755000,2022
60559, Westmont, IL,86,99900,1800000,329300,280000,2022
60560, Yorkville, IL,304,32000,7800000,369500,364900,2022
60561, Darien, IL,75,85000,990000,382500,335000,2022
60563, Naperville, IL,134,126000,6000000,369900,366500,2022
60564, Naperville, IL,149,150000,1800000,609000,612000,2022
60565, Naperville, IL,108,20000,3600000,517400,514000,2022
60585, Plainfield, IL,206,64000,1700000,527500,562500,2022
60586, Plainfield, IL,278,43000,5500000,360000,321000,2022
60601, Chicago, IL,197,38000,18500000,599000,415000,2022
60602, Chicago, IL,43,250,2300000,769800,285500,2022
60603, Chicago, IL,39,6000,1700000,559000,380000,2022
60604, Chicago, IL,17,40000,999000,549000,420000,2022
60605, Chicago, IL,304,17000,4900000,389900,294000,2022
60606, Chicago, IL,47,11000,2400000,425000,430000,2022
60607, Chicago, IL,399,19000,3600000,462500,439000,2022
60608, Chicago, IL,225,30000,9900000,359000,325000,2022
60609, Chicago, IL,270,5000,1000000,253500,195000,2022
60610, Chicago, IL,496,14500,18800000,474700,375000,2022
60611, Chicago, IL,837,22500,15800000,532900,381000,2022
60612, Chicago, IL,256,85,3100000,494000,320300,2022
60613, Chicago, IL,308,14500,7000000,318500,265000,2022
60614, Chicago, IL,530,17000,18000000,659000,640000,2022
60615, Chicago, IL,235,15000,2000000,269900,265000,2022
60616, Chicago, IL,290,20000,2000000,349900,362000,2022
60617, Chicago, IL,377,5400,775000,222000,167000,2022
60618, Chicago, IL,396,25000,5900000,512400,525000,2022
60619, Chicago, IL,390,500,695000,220000,177500,2022
60620, Chicago, IL,334,2900,550000,220000,189000,2022
60621, Chicago, IL,273,5000,575000,100000,47500,2022
60622, Chicago, IL,337,149900,4600000,575000,587000,2022
60623, Chicago, IL,267,5000,649900,222500,159000,2022
60624, Chicago, IL,243,5000,1500000,215000,152000,2022
60625, Chicago, IL,232,19500,4900000,349900,414500,2022
60626, Chicago, IL,155,12000,1400000,199900,193300,2022
60628, Chicago, IL,457,1200,574000,184900,170000,2022
60629, Chicago, IL,256,3000,1200000,275000,247500,2022
60630, Chicago, IL,205,100,2300000,399900,393900,2022
60631, Chicago, IL,110,94900,1600000,414900,403800,2022
60632, Chicago, IL,132,28000,1500000,275000,270000,2022
60633, Chicago, IL,63,34900,1300000,224900,182500,2022
60634, Chicago, IL,248,115000,1300000,375000,315000,2022
60636, Chicago, IL,323,5000,475000,180000,135000,2022
60637, Chicago, IL,263,8000,1800000,215000,215500,2022
60638, Chicago, IL,220,60000,754900,329000,320000,2022
60639, Chicago, IL,152,88000,995000,339900,315000,2022
60640, Chicago, IL,246,29000,5000000,299900,332500,2022
60641, Chicago, IL,207,19000,2000000,395000,335000,2022
60642, Chicago, IL,155,175000,3000000,529000,505000,2022
60643, Chicago, IL,256,12500,1800000,250000,230000,2022
60644, Chicago, IL,169,10000,615000,199900,176000,2022
60645, Chicago, IL,104,125,1200000,205000,194900,2022
60646, Chicago, IL,117,115000,2200000,520000,452500,2022
60647, Chicago, IL,333,14000,3600000,485000,515000,2022
60649, Chicago, IL,197,5000,750000,149000,122000,2022
60651, Chicago, IL,160,5000,2500000,289500,268300,2022
60652, Chicago, IL,132,38000,1300000,269900,252500,2022
60653, Chicago, IL,183,18000,3000000,385000,350000,2022
60654, Chicago, IL,309,13000,5300000,459900,350000,2022
60655, Chicago, IL,122,89900,700000,304900,269000,2022
60656, Chicago, IL,92,87500,1200000,349900,343100,2022
60657, Chicago, IL,410,25000,6800000,480000,451800,2022
60659, Chicago, IL,99,92000,944300,199000,192000,2022
60660, Chicago, IL,202,59000,1400000,249900,177000,2022
60661, Chicago, IL,79,4000,2800000,395000,297000,2022
60706, Harwood Heights, IL,108,125000,1200000,379000,366800,2022
60707, Elmwood Park, IL,165,75000,749900,339900,315000,2022
60712, Lincolnwood, IL,42,10000,2000000,520000,397500,2022
60714, Niles, IL,84,119900,2600000,365000,340000,2022
60803, Alsip, IL,76,45000,2000000,224900,215000,2022
60804, Cicero, IL,182,21000,6900000,267500,237500,2022
60805, Evergreen Park, IL,70,90000,699000,275000,264900,2022
60827, Riverdale, IL,118,5000,399900,130000,115000,2022
60901, Kankakee, IL,217,13900,1400000,143900,144000,2022
60911, Ashkum, IL,7,99000,425000,189900,182000,2022
60913, Bonfield, IL,9,99000,480000,289000,0,2022
60914, Bourbonnais, IL,118,29000,4800000,275000,282500,2022
60915, Bradley, IL,37,50000,3000000,149900,159000,2022
60918, Buckley, IL,5,17500,744000,80900,124800,2022
60921, Chatsworth, IL,14,24900,275000,110000,0,2022
60922, Chebanse, IL,6,150000,799000,254900,184900,2022
60924, Cissna Park, IL,8,59900,1000000,101800,120000,2022
60927, Clifton, IL,10,90000,1000000,212500,0,2022
60930, Danforth, IL,2,124900,692000,153000,0,2022
60935, Essex, IL,75,17500,750000,405000,0,2022
60936, Gibson City, IL,16,64900,545000,134900,134900,2022
60938, Gilman, IL,9,24900,1300000,89900,109500,2022
60940, Grant Park, IL,36,19000,1600000,337500,250000,2022
60941, Herscher, IL,28,25000,349900,194900,180000,2022
60942, Hoopeston, IL,16,39900,249900,75000,91800,2022
60948, Loda, IL,18,4000,520000,224900,189500,2022
60950, Manteno, IL,74,21000,8800000,271400,365000,2022
60952, Melvin, IL,5,45000,149900,67500,0,2022
60953, Milford, IL,11,27500,3300000,137500,0,2022
60954, Momence, IL,39,24300,1200000,159900,174700,2022
60955, Onarga, IL,7,53000,189900,72500,0,2022
60957, Paxton, IL,23,13000,999900,127500,117500,2022
60958, Pembroke Township, IL,25,12000,290000,89900,0,2022
60960, Rankin, IL,4,45900,240000,195000,0,2022
60961, Reddick, IL,5,112000,595000,269900,0,2022
60963, Rossville, IL,11,39000,1100000,85000,0,2022
60964, St. Anne, IL,30,10000,479900,233800,170000,2022
60966, Sheldon, IL,6,48000,495000,94900,87000,2022
60970, Watseka, IL,50,15000,975000,119900,86000,2022
61001, Apple River, IL,62,400,525000,309000,320000,2022
61006, Ashton, IL,8,82500,260000,144900,160000,2022
61008, Belvidere, IL,162,11000,950000,225000,241500,2022
61010, Byron, IL,42,19000,1800000,279900,267800,2022
61011, Caledonia, IL,35,39900,1800000,425000,275000,2022
61012, Capron, IL,14,52000,4400000,274900,207000,2022
61014, Chadwick, IL,7,65000,299900,79900,0,2022
61016, Cherry Valley, IL,19,29900,3000000,239900,261000,2022
61018, Dakota, IL,3,59900,384900,180000,0,2022
61019, Davis, IL,74,2700,497000,219900,283500,2022
61020, Davis Junction, IL,7,184900,273400,187000,214600,2022
61021, Dixon, IL,255,2500,3000000,160000,148000,2022
61024, Durand, IL,20,30000,650000,175000,0,2022
61025, East Dubuque, IL,23,24500,1500000,179000,0,2022
61028, Elizabeth, IL,18,44900,1300000,199000,0,2022
61030, Forreston, IL,4,75000,425000,127500,0,2022
61031, Franklin Grove, IL,5,115000,3300000,190000,134000,2022
61032, Freeport, IL,145,9500,2000000,109000,130000,2022
61036, Galena, IL,246,5000,2000000,299900,405000,2022
61038, Garden Prairie, IL,8,1,1400000,382200,0,2022
61039, German Valley, IL,2,109000,169000,125000,0,2022
61046, Lanark, IL,67,10,1500000,329000,340800,2022
61047, Leaf River, IL,4,72900,299500,162000,0,2022
61048, Lena, IL,48,32000,609900,155000,147500,2022
61051, Milledgeville, IL,2,42900,270000,89000,87000,2022
61052, Monroe Center, IL,8,15000,2200000,269900,0,2022
61053, Mount Carroll, IL,13,12000,960000,114900,0,2022
61054, Mount Morris, IL,17,79000,550000,129500,165000,2022
61060, Orangeville, IL,6,99900,1800000,165000,0,2022
61061, Oregon, IL,70,20000,1500000,220000,210000,2022
61062, Pearl City, IL,2,249900,315000,249900,0,2022
61063, Pecatonica, IL,20,1,399900,221000,155700,2022
61064, Polo, IL,12,59900,1900000,119500,113000,2022
61065, Poplar Grove, IL,67,1,850000,222500,191500,2022
61067, Ridott, IL,2,68700,179900,129900,0,2022
61068, Rochelle, IL,55,15000,7000000,149900,167500,2022
61070, Rock City, IL,4,115000,599000,167500,0,2022
61071, Rock Falls, IL,96,10000,2500000,99900,59500,2022
61072, Rockton, IL,38,49900,4000000,275000,300000,2022
61073, Roscoe, IL,111,26000,699000,285000,241000,2022
